t_s,r_amp
84.54,0.04452
84.56,0.04919
84.582,0.04798
84.616,0.32663
84.702,0.10171
84.74,0.06923
84.76,0.06222
84.78,0.0575
84.818,0.0226
84.882,0.03576
84.9,0.03998
84.92,0.01927
84.962,0.0155
84.978,0.01455
85.022,0.01905
85.042,0.02152
85.098,0.01972
85.12,0.02044
85.14,0.02004
85.242,0.046
85.262,0.05121
85.28,0.04358
85.298,0.03904
85.332,0.26383
85.422,0.08032
85.46,0.05292
85.48,0.06181
85.52,0.03935
85.54,0.02197
85.58,0.02331
85.622,0.02785
85.638,0.00759
85.68,0.01069
85.74,0.01635
85.76,0.01977
85.78,0.02412
85.842,0.02269
85.86,0.02403
85.88,0.02623
85.98,0.04977
86.022,0.03585
86.04,0.03455
86.068,0.30498
86.11,-0.12367
86.162,0.08944
86.178,0.07655
86.2,0.06905
86.22,0.07111
86.238,0.05782
86.282,0.03158
86.34,0.05283
86.38,0.02466
86.398,0.00606
86.444,0.01011
86.462,0.02291
86.48,0.01671
86.5,0.01352
86.522,0.02174
86.542,0.01685
86.558,0.01959
86.58,0.0208
86.72,0.04847
86.76,0.05382
86.78,0.05494
86.81,0.36387
86.88,0.12812
86.916,0.10804
86.938,0.08324
86.958,0.0796
86.978,0.07507
87.038,0.02574
87.082,0.05552
87.162,0.00692
87.18,0.01649
87.22,0.02875
87.24,0.02448
87.282,0.00606
87.3,0.01042
87.32,0.0146
87.338,0.00863
87.362,0.00845
87.44,0.03324
87.46,0.03522
87.482,0.02763
87.544,0.28396
87.586,-0.1013
87.622,0.08499
87.642,0.07457
87.658,0.06815
87.678,0.06181
87.7,0.05454
87.72,0.04402
87.78,0.00526
87.8,0.015
87.818,0.02331
87.902,0.01015
87.938,0.01491
87.962,0.019
88.0,0.0221
88.022,0.02165
88.04,0.02498
88.082,0.0212
88.102,0.02048
88.2,0.04546
88.218,0.04834
88.238,0.04057
88.292,0.32214
88.362,0.08859
88.38,0.09232
88.402,0.07569
88.46,0.06105
88.562,0.05103
88.578,0.0451
88.618,0.01348
88.662,0.01756
88.7,0.03149
88.718,0.02893
88.758,0.02228
88.782,0.02053
88.802,0.02246
88.82,0.02296
88.862,0.01707
88.878,0.00997
88.98,0.0442
89.0,0.042
89.02,0.04596
89.04,0.04897
89.076,0.38256
89.162,0.12111
89.18,0.10117
89.218,0.08082
89.238,0.06442
89.258,0.05265
89.278,0.0429
89.302,0.03091
89.362,0.06604
89.378,0.04366
89.418,0.01388
89.478,0.03225
89.52,0.03783
89.558,0.01384
89.578,0.01217
89.598,0.0155
89.62,0.01532
89.66,0.00341
89.68,-0.00629
89.78,0.0553
89.8,0.05431
89.866,0.31787
89.908,-0.11689
89.94,0.10584
90.002,0.05782
90.016,0.04906
90.038,0.0385
90.162,0.027
90.18,0.01783
90.196,0.01586
90.22,0.01792
90.256,0.0226
90.28,0.02907
90.298,0.02835
90.342,0.01887
90.36,0.01312
90.38,0.01649
90.4,0.01604
90.418,0.01155
90.52,0.03935
90.538,0.03985
90.56,0.04137
90.58,0.03221
90.612,0.2862
90.7,0.08648
90.738,0.05732
90.76,0.05242
90.78,0.05278
90.842,0.015
90.898,0.03225
90.96,0.01716
90.98,0.01635
91.002,0.01819
91.02,0.02637
91.036,0.02641
91.06,0.02969
91.076,0.02453
91.1,0.0208
91.118,0.02233
91.14,0.02498
91.162,0.01599
91.302,0.0491
91.32,0.05108
91.338,0.04331
91.368,0.34326
91.408,-0.09681
91.442,0.10117
91.502,0.06702
91.522,0.05741
91.538,0.06316
91.558,0.046
91.582,0.02983
91.658,0.0535
91.7,0.00148
91.718,0.0
91.742,0.00413
91.762,0.01312
91.78,0.02722
91.798,0.02821
91.858,0.01469
91.884,0.01258
91.9,0.01765
91.92,0.01096
91.94,0.00966
91.958,-0.02246
92.056,0.04632
92.078,0.04784
92.116,0.36401
92.2,0.1168
92.258,0.06923
92.338,0.01923
92.376,0.04241
92.4,0.05777
92.478,0.00916
92.502,0.02192
92.52,0.02331
92.54,0.03252
92.58,0.01473
92.62,0.01779
92.638,0.01545
92.662,0.0062
92.76,0.04632
92.78,0.03738
92.798,0.03149
92.846,0.26513
92.938,0.07062
92.96,0.0593
92.982,0.0575
92.998,0.05305
93.018,0.04632
93.062,0.0124
93.078,0.01033
93.12,0.0376
93.14,0.03845
93.178,0.0102
93.2,0.0097
93.224,0.00791
93.24,0.01721
93.26,0.0155
93.278,0.02516
93.298,0.02619
93.34,0.02471
93.362,0.02147
93.478,0.04789
93.496,0.03455
93.518,0.03711
93.56,0.34034
93.6,-0.10463
93.642,0.09061
93.658,0.08396
93.68,0.06644
93.7,0.06473
93.718,0.06514
93.738,0.05373
93.78,0.02794
93.8,0.02871
93.838,0.06343
93.96,0.02228
93.976,0.02592
93.998,0.02471
94.018,0.02808
94.038,0.01815
94.06,0.01756
94.098,0.01685
94.18,0.01837
94.198,0.04452
94.218,0.04416
94.238,0.04627
94.288,0.34339
94.378,0.12273
94.438,0.07246
94.458,0.07924
94.476,0.05984
94.518,0.03922
94.56,0.07893
94.578,0.07008
94.64,0.00863
94.658,0.01676
94.698,0.02821
94.718,0.02929
94.736,0.01613
94.76,0.00943
94.776,0.0142
94.8,0.0124
94.82,0.01132
94.86,-0.01653
94.94,0.03378
94.958,0.03863
94.976,0.03145
95.022,0.30278
95.064,-0.1097
95.102,0.08037
95.116,0.08122
95.138,0.06419
95.158,0.05517
95.196,0.03756
95.218,0.02323
95.236,0.0111
95.28,0.02264
95.3,0.03684
95.36,0.00597
95.378,0.01348
95.398,0.01604
95.416,0.02246
95.436,0.02641
95.456,0.0257
95.502,0.02507
95.518,0.03234
95.542,0.02305
95.558,0.02767
95.66,0.06127
95.678,0.0602
95.698,0.05984
95.742,0.35619
95.784,-0.08746
95.82,0.11666
95.838,0.11285
95.858,0.11195
95.88,0.11015
95.898,0.10445
95.938,0.08392
95.958,0.07821
95.978,0.06559
96.018,0.10238
96.116,0.0588
96.138,0.07277
96.196,0.07498
96.22,0.07264
96.238,0.0717
96.258,0.07062
96.28,0.0615
96.32,0.0274
96.42,0.07875
96.48,0.40035
96.52,-0.07444
96.556,0.12381
96.638,0.08702
96.74,0.05633
96.754,0.05642
96.86,-0.00624
96.9,0.00508
96.918,0.00256
96.938,-0.00184
96.98,-0.00755
96.998,-0.01119
97.036,-0.01945
97.056,-0.03073
97.078,-0.06379
97.156,0.00562
97.178,0.00719
97.198,0.00737
97.238,0.32376
97.28,-0.13836
97.318,0.07722
97.378,0.03014
97.4,0.02677
97.48,-0.00863
97.498,0.00593
97.518,0.0115
97.58,-0.02543
97.598,-0.01325
97.618,-0.00867
97.64,0.00234
97.658,0.00571
97.678,0.00288
97.696,-0.0027
97.718,0.00714
97.74,0.0106
97.76,0.00701
97.778,0.00449
97.798,-0.00341
97.836,-0.03881
97.86,-0.06446
97.918,0.03998
97.94,0.04344
97.96,0.03863
97.994,0.31248
98.036,-0.1004
98.078,0.08643
98.116,0.06357
98.138,0.05624
98.158,0.05207
98.196,0.02048
98.218,0.01042
98.278,0.04057
98.34,-0.00288
98.378,0.00377
98.416,0.01541
98.458,0.01779
98.48,0.02448
98.498,0.02282
98.52,0.01473
98.54,0.01604
98.558,0.01756
98.596,-0.03383
98.66,0.04582
98.696,0.04928
98.752,0.35386
98.838,0.09793
98.88,0.06249
98.936,0.04281
98.956,0.03482
99.038,0.05391
99.118,0.00031
99.14,0.00521
99.156,0.01896
99.178,0.02323
99.2,0.00319
99.216,0.00449
99.24,-0.00103
99.278,0.00562
99.296,0.00436
99.316,-0.00503
99.336,-0.00467
99.358,-0.04542
99.438,0.04802
99.48,0.04025
99.52,0.38845
99.56,-0.10701
99.594,0.10871
99.676,0.06743
99.698,0.05323
99.738,0.02677
99.798,0.06932
99.876,-0.00593
99.898,-0.00157
99.916,0.0
99.938,0.01047
99.958,0.00638
99.974,0.0027
99.998,0.00265
100.016,0.01455
100.04,0.00526
100.058,0.00674
100.078,-0.00359
100.118,-0.02857
100.196,0.04816
100.216,0.04331
100.238,0.04384
100.274,0.31145
100.316,-0.10094
100.358,0.08791
100.394,0.0584
100.418,0.06271
100.438,0.04537
100.458,0.04205
100.476,0.02821
100.516,0.02808
100.536,0.03765
100.558,0.04474
100.598,0.0088
100.618,0.00813
100.636,0.00449
100.656,0.00925
100.678,0.0168
100.698,0.01981
100.718,0.02907
100.756,0.02412
100.776,0.02111
100.796,0.02448
100.818,0.02412
100.858,-0.02781
100.938,0.04569
100.954,0.04124
100.978,0.0345
101.012,0.32888
101.096,0.09973
101.116,0.07817
101.136,0.06388
101.158,0.06092
101.256,0.02763
101.294,0.06172
101.398,0.00705
101.418,0.01855
101.456,0.02556
101.476,0.01604
101.498,0.01797
101.514,0.01707
101.554,0.01361
101.594,-0.03306
101.678,0.0451
101.696,0.03935
101.716,0.04371
101.748,0.36976
101.818,0.11064
101.836,0.11693
101.856,0.09411
101.892,0.06402
101.916,0.06289
101.976,0.02682
102.018,0.04605
102.096,-0.004
102.118,-0.00144
102.136,0.0106
102.158,0.01923
102.174,0.01312
102.214,0.01747
102.236,0.01312
102.256,0.02013
102.276,0.01181
102.298,0.01698
102.318,0.01294
102.414,0.04223
102.438,0.04115
102.454,0.04205
102.498,0.31585
102.54,-0.08773
102.578,0.1044
102.594,0.09959
102.618,0.08369
102.636,0.07853
102.654,0.07552
102.696,0.04115
102.716,0.03841
102.754,0.04991
102.776,0.06595
102.816,0.02893
102.878,0.02691
102.896,0.03234
102.916,0.03082
102.934,0.03522
102.952,0.02965
102.972,0.03091
102.998,0.04245
103.036,0.03482
103.056,0.03396
103.136,0.03306
103.158,0.04187
103.176,0.04627
103.214,0.03845
103.24,0.33908
103.282,-0.12408
103.316,0.09299
103.354,0.06788
103.372,0.05755
103.394,0.05957
103.436,0.03868
103.476,0.02287
103.498,0.03827
103.518,0.05341
103.594,-0.00108
103.612,-0.00121
103.636,0.00705
103.658,0.02152
103.676,0.01586
103.696,0.0146
103.718,0.00993
103.736,0.0195
103.774,0.01289
103.798,-0.00593
103.816,-0.00773
103.834,-0.01527
103.856,-0.04726
103.976,0.04474
104.014,0.3787
104.054,-0.10364
104.094,0.10696
104.138,0.07565
104.194,0.05265
104.216,0.02835
104.232,0.01541
104.256,0.02331
104.294,0.05346
104.374,0.00225
104.394,0.00463
104.416,0.00175
104.456,0.00359
104.494,0.01433
104.514,0.01253
104.536,0.01563
104.556,0.0106
104.572,0.01253
104.614,-0.02183
104.676,0.03396
104.71,0.03329
104.734,0.03733
104.774,0.30152
104.816,-0.09986
104.854,0.08261
104.994,0.01536
105.016,0.01599
105.036,0.02682
105.056,0.03158
105.096,0.01455
105.114,0.01181
105.136,0.0088
105.154,0.01213
105.194,0.01873
105.216,0.02044
105.256,0.02722
105.274,0.0221
105.296,0.02588
105.418,0.01622
105.438,0.05049
105.456,0.04425
105.476,0.04416
105.496,0.03877
105.524,0.33153
105.564,-0.11388
105.616,0.0933
105.634,0.07075
105.656,0.05323
105.676,0.05768
105.696,0.05207
105.714,0.04519
105.736,0.03005
105.758,0.01523
105.778,0.03612
105.794,0.04977
105.814,0.05925
105.876,0.00557
105.914,0.0181
105.938,0.03104
106.016,0.03109
106.034,0.04007
106.074,0.02907
106.116,0.0173
106.214,0.06478
106.252,0.06451
106.272,0.06469
106.302,0.38723
106.342,-0.09771
106.374,0.13427
106.456,0.07915
106.472,0.07444
106.494,0.05975
106.516,0.03684
106.536,0.03711
106.576,0.07502
106.594,0.07129
106.672,0.02439
106.714,0.03216
106.732,0.02983
106.794,0.02251
106.818,0.02799
106.852,0.02188
106.876,0.019
106.91,-0.02439
106.994,0.04546
107.014,0.05157
107.034,0.04187
107.07,0.27412
107.11,-0.09245
107.156,0.07349
107.196,0.05314
107.214,0.04447
107.276,0.00606
107.314,0.01074
107.334,0.01078
107.354,0.01756
107.394,-0.00544
107.414,0.00094
107.492,0.02165
107.514,0.02907
107.534,0.02709
107.592,0.02331
107.654,0.00359
107.752,0.04528
107.774,0.04618
107.792,0.04335
107.814,0.03163
107.844,0.31118
107.914,0.0823
107.932,0.08082
107.972,0.0482
107.994,0.04079
108.012,0.03306
108.032,0.02907
108.132,0.04488
108.154,0.02102
108.232,0.01487
108.252,0.01806
108.292,0.0217
108.312,0.01491
108.334,0.01694
108.354,0.00966
108.394,0.01402
108.414,0.0124
108.474,-0.03895
108.536,0.03207
108.552,0.046
108.572,0.05638
108.596,0.05103
108.634,0.36608
108.674,-0.10395
108.712,0.09798
108.732,0.08859
108.754,0.07444
108.794,0.05157
108.874,0.01815
108.918,0.05234
108.994,0.00207
109.014,0.00211
109.034,0.00912
109.052,0.01244
109.07,0.00629
109.116,0.01289
109.132,0.01033
109.154,0.00665
109.172,0.0031
109.192,0.01006
109.236,-0.031
109.312,0.04528
109.336,0.04474
109.356,0.04627
109.394,0.2849
109.434,-0.08715
109.478,0.07188
109.492,0.0726
109.514,0.06199
109.532,0.05912
109.552,0.05207
109.61,0.00755
109.656,0.01869
109.674,0.02655
109.734,0.01703
109.774,0.02561
109.794,0.02623
109.814,0.0288
109.834,0.0345
109.852,0.0319
109.874,0.02983
109.894,0.04128
109.914,0.03414
109.934,0.02965
109.954,0.02022
110.056,0.04667
110.076,0.03971
110.092,0.04241
110.136,0.34352
110.176,-0.09622
110.214,0.10081
110.234,0.09232
110.294,0.05782
110.354,0.03329
110.376,0.02466
110.414,0.05265
110.474,0.00647
110.494,0.01366
110.514,0.01438
110.552,0.03059
110.574,0.02907
110.594,0.02498
110.614,0.01464
110.632,0.01905
110.652,0.02606
110.676,0.01797
110.714,0.01671
110.752,-0.03311
110.834,0.05247
110.854,0.05301
110.912,0.38688
110.952,-0.09321
110.994,0.12574
111.052,0.06891
111.074,0.06249
111.154,0.02466
111.194,0.05251
111.252,0.00234
111.272,0.00593
111.294,0.01815
111.314,0.02673
111.356,0.02372
111.374,0.01864
111.394,0.01321
111.412,0.01577
111.436,0.01213
111.456,0.00894
111.474,0.00755
111.494,-0.02291
111.57,0.03302
111.614,0.0372
111.654,0.28454
111.696,-0.08162
111.732,0.08481
111.754,0.07569
111.772,0.06882
111.794,0.05588
111.834,0.04807
111.934,0.03005
111.974,0.01015
111.994,0.01469
112.034,0.02331
112.054,0.0212
112.092,0.02538
112.118,0.02084
112.132,0.03181
112.156,0.03122
112.172,0.02907
112.19,0.02727
112.214,0.01977
112.232,-0.01541
112.314,0.04187
112.334,0.04632
112.394,0.34532
112.434,-0.08356
112.472,0.1026
112.492,0.08481
112.552,0.05916
112.61,0.02484
112.632,0.02875
112.674,0.06478
112.734,0.00162
112.752,-0.00472
112.794,0.02691
112.812,0.02588
112.874,0.01959
112.912,0.02691
112.974,0.01613
112.992,0.00719
113.012,-0.02498
113.074,0.03216
113.09,0.03989
113.112,0.04632
113.134,0.04263
113.172,0.36334
113.212,-0.08679
113.252,0.11029
113.272,0.0929
113.312,0.06451
113.334,0.05782
113.354,0.05063
113.454,0.05377
113.514,-0.01276
113.534,0.00166
113.554,0.00831
113.574,0.0181
113.592,0.02219
113.612,0.01972
113.634,0.01312
113.654,0.00638
113.672,0.01204
113.694,0.0097
113.716,0.00975
113.734,0.00845
113.752,0.00562
113.794,0.00027
113.834,-0.04079
113.894,0.04358
113.936,0.03922
113.954,0.04533
113.992,0.29465
114.036,-0.10454
114.074,0.08073
114.094,0.07399
114.114,0.06069
114.154,0.04757
114.17,0.03252
114.214,0.00629
114.274,0.03769
114.312,0.02462
114.334,0.02053
114.374,0.02529
114.434,0.03437
114.474,0.03338
114.494,0.02965
114.514,0.02812
114.532,0.02305
114.556,0.01469
114.572,0.02152
114.614,-0.02044
114.716,0.06649
114.732,0.06069
114.754,0.05517
114.778,0.34483
114.82,-0.10117
114.856,0.08468
114.874,0.08657
114.914,0.05782
114.934,0.04946
114.952,0.04519
115.014,0.02053
115.058,0.04694
115.07,0.04456
115.132,0.01393
115.174,0.02462
115.194,0.0226
115.216,0.03113
115.234,0.02704
115.254,0.0248
115.276,0.01833
115.292,0.02731
115.314,0.01986
115.334,0.02147
115.396,-0.03324
115.458,0.04057
115.472,0.05993
115.494,0.05966
115.514,0.05108
115.55,0.36423
115.592,-0.09286
115.634,0.0991
115.67,0.07336
115.694,0.06285
115.732,0.04205
115.774,0.01864
115.832,0.07192
115.914,0.01491
115.934,0.02228
115.954,0.02484
115.972,0.03037
115.994,0.02296
116.014,0.0115
116.054,0.00485
116.074,0.00544
116.112,-0.04079
116.192,0.04232
116.212,0.04569
116.232,0.03944
116.266,0.32686
116.304,-0.09052
116.354,0.10153
116.394,0.07996
116.41,0.06289
116.432,0.05782
116.454,0.04618
116.472,0.03832
116.494,0.02188
116.534,0.05557
116.552,0.05606
116.614,0.00606
116.632,0.00741
116.674,0.02228
116.73,0.01617
116.754,0.01541
116.774,0.0279
116.874,0.03477
116.896,0.03863
116.958,0.35961
116.998,-0.10786
117.052,0.10512
117.092,0.06761
117.112,0.06676
117.132,0.06285
117.152,0.06204
117.172,0.05337
117.194,0.0557
117.214,0.07008
117.234,0.07781
117.294,-0.00867
117.31,-0.01779
117.332,-0.01181
117.356,-0.01393
117.376,-0.00575
117.394,0.00539
117.432,0.00651
117.452,0.01172
117.472,0.01505
117.496,-0.00436
117.572,0.05337
117.592,0.05741
117.614,0.04331
117.652,0.29618
117.694,-0.0978
117.736,0.08419
117.772,0.06415
117.792,0.06065
117.812,0.06074
117.852,0.04214
117.894,0.03899
117.932,0.0478
117.972,0.01779
117.994,0.00126
118.032,0.00216
118.056,0.00588
118.076,0.01065
118.092,0.01842
118.134,0.03216
118.216,0.05858
118.232,0.07242
118.252,0.0557
118.316,0.26325
118.362,-0.11729
118.412,0.06774
118.454,0.04187
118.472,0.04371
118.494,0.04632
118.53,0.02269
118.554,0.01694
118.592,0.05642
118.652,0.00018
118.674,-0.01119
118.712,-0.00355
118.732,-0.0058
118.774,0.01105
118.792,0.00952
118.814,0.01671
118.832,-0.0027
118.896,0.04632
118.914,0.05737
118.93,0.0575
118.956,0.05108
118.992,0.33993
119.032,-0.1128
119.072,0.09865
119.132,0.05409
119.152,0.0602
119.192,0.0354
119.254,0.06707
119.272,0.08104
119.352,-0.01083
119.374,-0.00988
119.392,0.00022
119.412,0.00463
119.432,0.0088
119.494,0.02084
119.528,-0.02165
119.554,-0.069
119.594,0.0531
119.612,0.05049
119.634,0.04632
119.686,0.34123
119.772,0.09685
119.796,0.08715
119.834,0.08378
119.852,0.07619
119.874,0.07134
119.892,0.04982
119.952,0.08607
120.03,-0.01716
120.054,-0.01909
120.074,-0.01078
120.114,0.00719
120.152,0.00894
120.192,0.00952
120.212,0.01649
120.332,0.05575
120.352,0.05076
120.374,0.03877
120.4,0.30247
120.492,0.08499
120.532,0.06199
120.554,0.05948
120.572,0.0487
120.592,0.038
120.672,0.04402
120.73,-0.00247
120.754,-0.01132
120.774,-0.01119
120.794,0.0018
120.814,0.00669
120.836,0.01725
120.854,0.01455
120.894,0.02808
120.916,0.02754
121.012,0.06204
121.054,0.05809
121.074,0.04928
121.098,0.31621
121.14,-0.12089
121.174,0.07888
121.192,0.08401
121.208,0.06056
121.232,0.05624
121.254,0.06577
121.272,0.04919
121.294,0.04277
121.314,0.03127
121.332,0.0336
121.374,0.06905
121.452,-0.01882
121.472,-0.01635
121.514,0.00359
121.572,0.01491
121.594,0.01959
121.61,0.01887
121.636,0.01824
121.654,0.02246
121.67,0.01181
121.77,0.04991
121.794,0.05862
121.81,0.05485
121.856,0.38436
121.896,-0.1026
121.936,0.11307
121.99,0.06869
122.014,0.06186
122.032,0.05409
122.072,0.02471
122.114,0.04906
122.134,0.07614
122.292,0.02394
122.312,0.01384
122.336,0.01298
122.35,0.01613
122.392,0.01792
122.414,0.019
122.534,0.04375
122.554,0.04461
122.57,0.03657
122.602,0.32039
122.69,0.11136
122.756,0.06932
122.814,0.02264
122.834,0.01694
122.854,0.02821
122.892,0.04614
122.932,-0.00773
122.954,-0.00409
122.972,-0.00031
122.992,-0.00126
123.012,0.01491
123.03,0.0013
123.052,0.0088
123.072,0.02089
123.092,0.0239
123.132,0.03338
123.154,0.02448
123.196,-0.0084
123.274,0.04632
123.292,0.04546
123.31,0.04223
123.354,0.32313
123.396,-0.11262
123.452,0.08769
123.492,0.06307
123.512,0.05876
123.532,0.04807
123.552,0.03037
123.572,0.02296
123.592,0.02197
123.614,0.04057
123.636,0.04632
123.672,0.00499
123.692,-0.01262
123.754,-0.0022
123.774,0.00283
123.794,0.01581
123.834,0.02426
123.852,0.027
123.874,0.02637
123.894,0.0327
123.914,0.02426
123.932,0.019
123.952,-0.01977
124.034,0.05373
124.056,0.0518
124.074,0.05094
124.112,0.36639
124.152,-0.10507
124.194,0.111
124.254,0.06487
124.272,0.06289
124.292,0.06083
124.334,0.03558
124.392,0.06006
124.452,-0.01739
124.494,-0.00265
124.534,0.01491
124.554,0.01851
124.574,0.02251
124.592,0.03073
124.612,0.03531
124.634,0.03365
124.67,0.02907
124.794,0.0416
124.816,0.038
124.83,0.03482
124.876,0.32771
124.916,-0.11478
124.952,0.09914
124.972,0.09941
124.992,0.0814
125.008,0.07475
125.032,0.08005
125.074,0.04173
125.094,0.02763
125.152,0.06244
125.232,-0.00126
125.252,-0.0009
125.274,0.00341
125.292,0.01065
125.31,0.00961
125.332,0.01168
125.354,0.01833
125.372,0.01545
125.392,0.01977
125.41,0.01285
125.432,-0.01977
125.512,0.0482
125.552,0.04551
125.592,0.27421
125.632,-0.10862
125.672,0.06419
125.69,0.05732
125.712,0.05606
125.732,0.05013
125.752,0.0553
125.774,0.04461
125.792,0.03401
125.832,0.02538
125.87,0.04699
125.91,0.01047
125.93,-0.008
125.952,-0.00872
125.972,-0.01262
125.992,-0.00413
126.012,0.01734
126.032,0.01923
126.052,0.02677
126.092,0.0372
126.114,0.03306
126.134,0.03306
126.15,0.03149
126.172,-0.00934
126.252,0.04802
126.272,0.05013
126.292,0.04438
126.332,0.3508
126.372,-0.09888
126.41,0.10588
126.474,0.06428
126.512,0.0619
126.55,0.03774
126.612,0.07601
126.672,-0.00809
126.694,-0.01235
126.714,0.00521
126.754,0.01972
126.774,0.01797
126.814,0.01438
126.832,0.01963
126.852,0.02331
126.97,0.04272
126.992,0.04492
127.01,0.04672
127.03,0.03697
127.062,0.36527
127.148,0.1234
127.212,0.08513
127.232,0.07462
127.254,0.0553
127.272,0.03805
127.332,0.06644
127.352,0.06168
127.41,-0.0102
127.432,-0.00332
127.448,0.00121
127.474,0.01276
127.492,0.02143
127.51,0.01402
127.532,0.02426
127.552,0.02156
127.574,0.02013
127.612,0.01833
127.712,0.05418
127.732,0.04627
127.752,0.04852
127.796,0.27942
127.838,-0.12165
127.872,0.07758
127.914,0.06559
127.932,0.06343
127.954,0.0584
127.99,0.02659
128.012,0.02282
128.032,0.02314
128.07,0.04349
128.09,0.03203
128.11,0.01222
128.152,-0.01114
128.17,-0.00719
128.212,0.00211
128.228,0.00638
128.252,0.02534
128.27,0.0239
128.292,0.02475
128.31,0.02331
128.334,-0.00683
128.414,0.05898
128.43,0.05481
128.45,0.04128
128.49,0.31055
128.532,-0.10894
128.572,0.08082
128.59,0.07246
128.632,0.04798
128.652,0.05018
128.692,0.03594
128.712,0.02902
128.752,0.04811
128.772,0.05876
128.83,0.0066
128.85,-0.00413
128.872,-0.00229
128.912,0.01276
128.932,0.01833
128.97,0.03122
128.992,0.04115
129.01,0.0257
129.03,0.03324
129.052,0.0341
129.152,0.04973
129.172,0.0557
129.236,0.36104
129.274,-0.11783
129.312,0.10907
129.33,0.10494
129.392,0.07435
129.412,0.06343
129.432,0.04964
129.472,0.04057
129.512,0.08158
129.592,-0.00481
129.612,-0.00305
129.634,0.01083
129.652,0.02323
129.67,0.02403
129.692,0.02606
129.71,0.0208
129.734,0.02228
129.75,0.01923
129.77,0.02331
129.81,-0.02008
129.874,0.04766
129.89,0.04573
129.914,0.04753
129.966,0.33189
130.052,0.10867
130.11,0.07758
130.212,0.03639
130.252,0.05445
130.268,0.04043
130.33,0.00952
130.354,0.00988
130.372,0.01464
130.388,0.01563
130.412,0.0212
130.432,0.01253
130.472,0.02426
130.494,0.0243
130.53,-0.01959
130.612,0.0442
130.634,0.04272
130.69,0.30907
130.73,-0.11891
130.772,0.07637
130.83,0.05575
130.852,0.04789
130.87,0.04632
130.892,0.0265
130.912,0.01146
130.932,0.01316
130.952,0.03598
130.972,0.04402
131.032,-0.00903
131.048,-0.00341
131.074,0.00323
131.09,0.0031
131.112,0.01114
131.132,0.01608
131.17,0.02826
131.212,0.03212
131.23,0.02318
131.252,-0.01694
131.332,0.0584
131.35,0.05013
131.408,0.35615
131.492,0.10925
131.51,0.09649
131.528,0.07758
131.57,0.06348
131.586,0.0549
131.61,0.04968
131.634,0.02907
131.652,0.04474
131.67,0.05732
131.692,0.07255
131.752,-0.00907
131.77,0.00642
131.832,0.02048
131.85,0.01747
131.89,0.0159
131.91,0.02722
131.932,0.02803
131.968,0.01447
131.994,-0.01959
132.072,0.06056
132.112,0.05265
132.15,0.36688
132.192,-0.09699
132.232,0.13252
132.29,0.08396
132.33,0.0686
132.392,0.04232
132.41,0.05943
132.432,0.07403
132.452,0.05207
132.47,0.02453
132.49,0.00939
132.51,0.01541
132.53,0.01995
132.57,0.02233
132.588,0.01159
132.61,0.01348
132.63,0.01514
132.652,0.03199
132.672,0.01864
132.692,0.02057
132.73,-0.0221
132.81,0.04892
132.83,0.03234
132.852,0.03756
132.892,0.28063
132.932,-0.10126
132.972,0.07206
132.99,0.07192
133.03,0.05278
133.052,0.05422
133.07,0.04187
133.112,0.01743
133.152,0.01725
133.172,0.01815
133.192,0.00759
133.21,0.00566
133.228,-0.00193
133.25,-0.00283
133.312,0.02615
133.33,0.02143
133.352,0.01671
133.37,0.0124
133.394,0.01833
133.432,0.02102
133.452,0.01779
133.55,0.04942
133.572,0.04344
133.61,0.03967
133.636,0.30804
133.678,-0.10332
133.732,0.09524
133.772,0.06792
133.792,0.06738
133.812,0.07349
133.85,0.04236
133.876,0.02534
133.892,0.04456
133.912,0.05768
133.932,0.05121
133.95,0.02803
133.994,0.01083
134.016,0.01963
134.052,0.02947
134.072,0.02758
134.09,0.02871
134.112,0.03005
134.134,0.02291
134.17,0.02013
134.19,0.01312
134.212,0.0093
134.232,0.00822
134.252,0.00701
134.288,-0.04173
