t_s,amp_uS
2419.542,0.03509999999999991
2419.564,0.03509999999999991
2419.584,0.03780000000000072
2419.602,0.03700000000000081
2419.622,0.03849999999999909
2419.644,0.036599999999999966
2419.662,0.03509999999999991
2419.682,0.036599999999999966
2419.704,0.03810000000000002
2419.722,0.038899999999999935
2419.742,0.03509999999999991
2419.762,0.03509999999999991
2419.784,0.03669999999999973
2419.804,0.03819999999999979
2419.822,0.03509999999999991
2419.844,0.0362000000000009
2419.864,0.035800000000000054
2419.884,0.03509999999999991
2419.902,0.036599999999999966
2419.922,0.03669999999999973
2419.942,0.03359999999999985
2419.962,0.039699999999999847
2419.982,0.03669999999999973
2420.004,0.03509999999999991
2420.022,0.03399999999999892
2420.042,0.036599999999999966
2420.062,0.03549999999999898
2420.082,0.03509999999999991
2420.104,0.03780000000000072
2420.122,0.036599999999999966
2420.142,0.036599999999999966
2420.162,0.036599999999999966
2420.184,0.03619999999999912
2420.204,0.036599999999999966
2420.222,0.03509999999999991
2420.244,0.036599999999999966
2420.262,0.03780000000000072
2420.284,0.035800000000000054
2420.302,0.033500000000000085
2420.324,0.03589999999999982
2420.342,0.03669999999999973
2420.364,0.036599999999999966
2420.382,0.03359999999999985
2420.404,0.03960000000000008
2420.422,0.03359999999999985
2420.442,0.034399999999999764
2420.464,0.03509999999999991
2420.484,0.03539999999999921
2420.502,0.03819999999999979
2420.522,0.03739999999999988
2420.542,0.036300000000000665
2420.562,0.03739999999999988
2420.582,0.03669999999999973
2420.602,0.03509999999999991
2420.622,0.0362000000000009
2420.644,0.03739999999999988
2420.662,0.03509999999999991
2420.682,0.03619999999999912
2420.702,0.03739999999999988
2420.722,0.03509999999999991
2420.742,0.03509999999999991
2420.764,0.03509999999999991
2420.782,0.03509999999999991
2420.802,0.03539999999999921
2420.824,0.03669999999999973
2420.842,0.036599999999999966
2420.862,0.03780000000000072
2420.882,0.03730000000000011
2420.902,0.03359999999999985
2420.922,0.03509999999999991
2420.942,0.03509999999999991
2420.962,0.03669999999999973
2420.982,0.03859999999999886
2421.002,0.03669999999999973
2421.022,0.03859999999999886
2421.042,0.039699999999999847
2421.062,0.03589999999999982
2421.082,0.036599999999999966
2421.102,0.038899999999999935
2421.122,0.03849999999999909
2421.142,0.036599999999999966
2421.162,0.036599999999999966
2421.182,0.036599999999999966
2421.202,0.03669999999999973
2421.222,0.036599999999999966
2421.242,0.03279999999999994
2421.262,0.03739999999999988
2421.282,0.040099999999998914
2421.304,0.03739999999999988
2421.324,0.03359999999999985
2421.342,0.036599999999999966
2421.362,0.036599999999999966
2421.382,0.04049999999999976
2421.402,0.03359999999999985
2421.424,0.03810000000000002
2421.442,0.036300000000000665
2421.462,0.036599999999999966
2421.482,0.03509999999999991
2421.502,0.03589999999999982
2421.522,0.03669999999999973
2421.544,0.036599999999999966
2421.562,0.036599999999999966
2421.582,0.03509999999999991
2421.602,0.036599999999999966
2421.622,0.036599999999999966
2421.644,0.03819999999999979
2421.662,0.036599999999999966
2421.684,0.038899999999999935
2421.702,0.036599999999999966
2421.722,0.036599999999999966
2421.744,0.038899999999999935
2421.764,0.03739999999999988
2421.782,0.03589999999999982
2421.802,0.036599999999999966
2421.822,0.03549999999999898
2421.842,0.036599999999999966
2421.862,0.03819999999999979
2421.882,0.033500000000000085
2421.902,0.03819999999999979
2421.922,0.03359999999999985
2421.944,0.03819999999999979
2421.962,0.03589999999999982
2421.982,0.03849999999999909
2422.002,0.038899999999999935
2422.024,0.036599999999999966
2422.042,0.04039999999999999
2422.062,0.03810000000000002
2422.082,0.03739999999999988
2422.102,0.03819999999999979
2422.122,0.03589999999999982
2422.142,0.03589999999999982
2422.162,0.03819999999999979
2422.182,0.03669999999999973
2422.202,0.03739999999999988
2422.222,0.036599999999999966
2422.242,0.03669999999999973
2422.262,0.039699999999999847
2422.282,0.03810000000000002
2422.302,0.03780000000000072
2422.322,0.036599999999999966
2422.344,0.03739999999999988
2422.362,0.036599999999999966
2422.382,0.03819999999999979
