t_s,bpm
201.472,1578.9473684210527
201.512,1500.0
201.54,2142.8571428571427
201.612,833.3333333333334
201.654,1428.5714285714284
201.672,3333.3333333333335
201.692,3000.0
201.712,3000.0
201.732,3000.0
201.754,2727.2727272727275
201.77,3750.0
201.792,2727.2727272727275
201.81,3333.3333333333335
201.83,3000.0
201.89,1000.0
201.914,2500.0
201.936,2727.2727272727275
201.954,3333.3333333333335
201.972,3333.3333333333335
201.992,3000.0
202.012,3000.0
202.032,3000.0
202.05,3333.3333333333335
202.07,3000.0
202.11,1500.0
202.134,2500.0
202.174,1500.0
202.192,3333.3333333333335
202.212,3000.0
202.234,2727.2727272727275
202.26,2307.6923076923076
202.3,1500.0
202.332,1875.0
202.354,2727.2727272727275
202.368,4285.714285714285
202.392,2500.0
202.412,3000.0
202.434,2727.2727272727275
202.472,1578.9473684210527
202.49,3333.3333333333335
202.516,2307.6923076923076
202.532,3750.0
202.552,3000.0
202.612,1000.0
202.63,3333.3333333333335
202.652,2727.2727272727275
202.692,1500.0
202.712,3000.0
202.732,3000.0
202.75,3333.3333333333335
202.774,2500.0
202.792,3333.3333333333335
202.83,1578.9473684210527
202.854,2500.0
202.892,1578.9473684210527
202.912,3000.0
202.934,2727.2727272727275
202.952,3333.3333333333335
202.984,1875.0
203.07,697.6744186046512
203.11,1500.0
203.132,2727.2727272727275
203.15,3333.3333333333335
203.168,3333.3333333333335
203.192,2500.0
203.252,1000.0
203.268,3750.0
203.334,909.090909090909
203.352,3333.3333333333335
203.37,3333.3333333333335
203.392,2727.2727272727275
203.412,3000.0
203.432,3000.0
203.45,3333.3333333333335
203.47,3000.0
203.49,3000.0
203.508,3333.3333333333335
203.532,2500.0
203.55,3333.3333333333335
203.57,3000.0
203.652,731.7073170731707
203.67,3333.3333333333335
203.692,2727.2727272727275
203.73,1578.9473684210527
203.814,714.2857142857142
203.85,1666.6666666666667
203.87,3000.0
203.892,2727.2727272727275
203.932,1500.0
203.948,3750.0
203.992,1363.6363636363637
204.014,2727.2727272727275
204.09,789.4736842105264
204.112,2727.2727272727275
204.132,3000.0
204.15,3333.3333333333335
204.17,3000.0
204.21,1500.0
204.23,3000.0
204.25,3000.0
204.29,1500.0
204.37,750.0
204.388,3333.3333333333335
204.408,3000.0
204.446,1578.9473684210527
204.512,909.090909090909
204.528,3750.0
204.568,1500.0
204.588,3000.0
204.608,3000.0
204.65,1428.5714285714284
204.67,3000.0
204.692,2727.2727272727275
204.71,3333.3333333333335
204.73,3000.0
204.792,967.741935483871
204.81,3333.3333333333335
204.872,967.741935483871
204.89,3333.3333333333335
204.912,2727.2727272727275
204.932,3000.0
204.972,1500.0
204.992,3000.0
205.032,1500.0
205.05,3333.3333333333335
205.072,2727.2727272727275
205.092,3000.0
205.124,1875.0
205.192,882.3529411764705
205.208,3750.0
205.25,1428.5714285714284
205.27,3000.0
205.31,1500.0
205.33,3000.0
205.372,1428.5714285714284
205.39,3333.3333333333335
205.41,3000.0
205.468,1034.4827586206895
205.512,1363.6363636363637
205.532,3000.0
205.55,3333.3333333333335
205.568,3333.3333333333335
205.59,2727.2727272727275
205.61,3000.0
205.628,3333.3333333333335
205.712,714.2857142857142
205.726,4285.714285714285
205.75,2500.0
205.782,1875.0
205.87,681.8181818181819
205.888,3333.3333333333335
205.908,3000.0
205.948,1500.0
205.97,2727.2727272727275
205.99,3000.0
206.032,1428.5714285714284
206.05,3333.3333333333335
206.15,600.0
206.206,1071.4285714285713
206.23,2500.0
206.25,3000.0
206.286,1666.6666666666667
206.35,937.5
206.374,2500.0
206.388,4285.714285714285
206.432,1363.6363636363637
206.508,789.4736842105264
206.53,2727.2727272727275
206.57,1500.0
206.59,3000.0
206.61,3000.0
206.628,3333.3333333333335
206.65,2727.2727272727275
206.69,1500.0
206.71,3000.0
206.77,1000.0
206.81,1500.0
206.828,3333.3333333333335
206.85,2727.2727272727275
206.872,2727.2727272727275
206.91,1578.9473684210527
206.99,750.0
207.01,3000.0
207.032,2727.2727272727275
207.062,2000.0
207.094,1875.0
207.106,5000.0
207.15,1363.6363636363637
207.19,1500.0
207.228,1578.9473684210527
207.248,3000.0
207.266,3333.3333333333335
207.29,2500.0
207.312,2727.2727272727275
207.33,3333.3333333333335
207.35,3000.0
207.406,1071.4285714285713
207.43,2500.0
207.446,3750.0
207.49,1363.6363636363637
207.508,3333.3333333333335
207.53,2727.2727272727275
207.59,1000.0
207.608,3333.3333333333335
207.63,2727.2727272727275
207.648,3333.3333333333335
207.68,1875.0
207.712,1875.0
207.724,5000.0
207.77,1304.3478260869565
207.79,3000.0
207.81,3000.0
207.83,3000.0
207.85,3000.0
207.89,1500.0
207.93,1500.0
207.966,1666.6666666666667
208.008,1428.5714285714284
208.03,2727.2727272727275
208.05,3000.0
208.068,3333.3333333333335
208.088,3000.0
208.106,3333.3333333333335
208.146,1500.0
208.172,2307.6923076923076
208.228,1071.4285714285713
208.248,3000.0
208.266,3333.3333333333335
208.296,2000.0
208.368,833.3333333333334
208.388,3000.0
208.408,3000.0
208.426,3333.3333333333335
208.45,2500.0
208.466,3750.0
208.49,2500.0
208.506,3750.0
208.532,2307.6923076923076
208.572,1500.0
208.586,4285.714285714285
208.626,1500.0
208.648,2727.2727272727275
208.668,3000.0
208.712,1363.6363636363637
208.728,3750.0
208.75,2727.2727272727275
208.848,612.2448979591836
208.866,3333.3333333333335
208.89,2500.0
208.906,3750.0
208.932,2307.6923076923076
208.972,1500.0
209.008,1666.6666666666667
209.07,967.741935483871
209.086,3750.0
209.106,3000.0
209.128,2727.2727272727275
209.15,2727.2727272727275
209.188,1578.9473684210527
209.206,3333.3333333333335
209.268,967.741935483871
209.288,3000.0
209.308,3000.0
209.332,2500.0
209.368,1666.6666666666667
209.386,3333.3333333333335
209.406,3000.0
209.446,1500.0
209.47,2500.0
209.51,1500.0
209.53,3000.0
209.568,1578.9473684210527
209.598,2000.0
209.638,1500.0
209.69,1153.8461538461538
209.704,4285.714285714285
209.728,2500.0
209.748,3000.0
209.768,3000.0
209.788,3000.0
209.808,3000.0
209.83,2727.2727272727275
209.85,3000.0
209.868,3333.3333333333335
209.888,3000.0
209.926,1578.9473684210527
209.948,2727.2727272727275
209.968,3000.0
209.986,3333.3333333333335
210.008,2727.2727272727275
210.028,3000.0
210.048,3000.0
210.066,3333.3333333333335
210.086,3000.0
210.106,3000.0
210.17,937.5
210.186,3750.0
210.206,3000.0
210.23,2500.0
210.264,1764.705882352941
210.304,1500.0
210.346,1428.5714285714284
210.386,1500.0
210.406,3000.0
210.428,2727.2727272727275
210.448,3000.0
210.468,3000.0
210.488,3000.0
210.506,3333.3333333333335
210.53,2500.0
210.548,3333.3333333333335
210.588,1500.0
210.606,3333.3333333333335
210.628,2727.2727272727275
210.648,3000.0
210.668,3000.0
210.688,3000.0
210.704,3750.0
210.748,1363.6363636363637
210.768,3000.0
210.788,3000.0
210.868,750.0
210.888,3000.0
210.908,3000.0
210.946,1578.9473684210527
210.986,1500.0
211.026,1500.0
211.048,2727.2727272727275
211.088,1500.0
211.108,3000.0
211.166,1034.4827586206895
211.188,2727.2727272727275
211.212,2500.0
211.226,4285.714285714285
211.288,967.741935483871
211.308,3000.0
211.348,1500.0
211.368,3000.0
211.428,1000.0
211.446,3333.3333333333335
211.466,3000.0
211.49,2500.0
211.586,625.0
211.606,3000.0
211.628,2727.2727272727275
211.67,1428.5714285714284
211.71,1500.0
211.75,1500.0
211.786,1666.6666666666667
211.808,2727.2727272727275
211.83,2727.2727272727275
211.848,3333.3333333333335
211.866,3333.3333333333335
211.888,2727.2727272727275
211.928,1500.0
211.946,3333.3333333333335
212.008,967.741935483871
212.048,1500.0
212.068,3000.0
212.09,2727.2727272727275
212.106,3750.0
212.13,2500.0
212.148,3333.3333333333335
212.168,3000.0
212.188,3000.0
212.228,1500.0
212.246,3333.3333333333335
212.31,937.5
212.328,3333.3333333333335
212.346,3333.3333333333335
212.37,2500.0
212.404,1764.705882352941
212.446,1428.5714285714284
212.486,1500.0
212.504,3333.3333333333335
212.524,3000.0
212.548,2500.0
212.586,1578.9473684210527
212.628,1428.5714285714284
212.648,3000.0
212.668,3000.0
212.688,3000.0
212.75,967.741935483871
212.768,3333.3333333333335
212.788,3000.0
212.806,3333.3333333333335
212.826,3000.0
212.846,3000.0
212.886,1500.0
212.904,3333.3333333333335
212.944,1500.0
213.01,909.090909090909
213.026,3750.0
213.046,3000.0
213.066,3000.0
213.098,1875.0
213.17,833.3333333333334
213.186,3750.0
213.224,1578.9473684210527
213.248,2500.0
213.266,3333.3333333333335
213.288,2727.2727272727275
213.306,3333.3333333333335
213.326,3000.0
213.37,1363.6363636363637
213.386,3750.0
213.444,1034.4827586206895
213.466,2727.2727272727275
213.488,2727.2727272727275
213.506,3333.3333333333335
213.528,2727.2727272727275
213.546,3333.3333333333335
213.568,2727.2727272727275
213.588,3000.0
213.606,3333.3333333333335
213.646,1500.0
213.684,1578.9473684210527
213.766,731.7073170731707
213.786,3000.0
213.806,3000.0
213.836,2000.0
213.908,833.3333333333334
213.926,3333.3333333333335
213.964,1578.9473684210527
213.986,2727.2727272727275
214.006,3000.0
214.028,2727.2727272727275
214.046,3333.3333333333335
214.088,1428.5714285714284
214.106,3333.3333333333335
214.208,588.2352941176471
214.226,3333.3333333333335
214.246,3000.0
214.266,3000.0
214.284,3333.3333333333335
214.324,1500.0
214.346,2727.2727272727275
214.368,2727.2727272727275
214.386,3333.3333333333335
214.404,3333.3333333333335
214.448,1363.6363636363637
214.488,1500.0
214.506,3333.3333333333335
214.526,3000.0
214.544,3333.3333333333335
214.576,1875.0
214.666,666.6666666666667
214.726,1000.0
214.748,2727.2727272727275
214.768,3000.0
214.786,3333.3333333333335
214.806,3000.0
214.846,1500.0
214.866,3000.0
214.926,1000.0
214.948,2727.2727272727275
214.966,3333.3333333333335
214.986,3000.0
215.006,3000.0
215.024,3333.3333333333335
215.046,2727.2727272727275
215.068,2727.2727272727275
215.084,3750.0
215.104,3000.0
215.206,588.2352941176471
215.246,1500.0
215.284,1578.9473684210527
215.318,1764.705882352941
215.328,6000.0
215.366,1578.9473684210527
215.384,3333.3333333333335
215.406,2727.2727272727275
215.428,2727.2727272727275
215.442,4285.714285714285
215.486,1363.6363636363637
215.528,1428.5714285714284
215.566,1578.9473684210527
215.586,3000.0
215.604,3333.3333333333335
215.684,750.0
215.746,967.741935483871
215.828,731.7073170731707
215.848,3000.0
215.866,3333.3333333333335
215.886,3000.0
215.908,2727.2727272727275
215.93,2727.2727272727275
215.964,1764.705882352941
215.978,4285.714285714285
216.008,2000.0
216.064,1071.4285714285713
216.084,3000.0
216.184,600.0
216.208,2500.0
216.288,750.0
216.346,1034.4827586206895
216.404,1034.4827586206895
216.508,576.9230769230769
216.528,3000.0
216.568,1500.0
216.602,1764.705882352941
216.684,731.7073170731707
216.706,2727.2727272727275
216.73,2500.0
216.744,4285.714285714285
216.768,2500.0
216.786,3333.3333333333335
216.806,3000.0
216.846,1500.0
216.886,1500.0
216.908,2727.2727272727275
216.944,1666.6666666666667
216.966,2727.2727272727275
216.988,2727.2727272727275
217.008,3000.0
217.026,3333.3333333333335
217.046,3000.0
217.146,600.0
217.168,2727.2727272727275
217.226,1034.4827586206895
217.26,1764.705882352941
217.306,1304.3478260869565
217.324,3333.3333333333335
217.368,1363.6363636363637
217.386,3333.3333333333335
217.444,1034.4827586206895
217.486,1428.5714285714284
217.504,3333.3333333333335
217.568,937.5
217.584,3750.0
217.604,3000.0
217.624,3000.0
217.644,3000.0
217.666,2727.2727272727275
217.706,1500.0
217.726,3000.0
217.744,3333.3333333333335
217.764,3000.0
217.826,967.741935483871
217.844,3333.3333333333335
217.886,1428.5714285714284
217.918,1875.0
217.958,1500.0
218.0,1428.5714285714284
218.044,1363.6363636363637
218.086,1428.5714285714284
218.126,1500.0
218.204,769.2307692307693
218.284,750.0
218.302,3333.3333333333335
218.324,2727.2727272727275
218.346,2727.2727272727275
218.364,3333.3333333333335
218.384,3000.0
218.426,1428.5714285714284
218.444,3333.3333333333335
218.464,3000.0
218.484,3000.0
218.584,600.0
218.606,2727.2727272727275
218.668,967.741935483871
218.706,1578.9473684210527
218.742,1666.6666666666667
218.762,3000.0
218.804,1428.5714285714284
218.84,1666.6666666666667
218.884,1363.6363636363637
218.904,3000.0
218.926,2727.2727272727275
218.942,3750.0
219.046,576.9230769230769
219.062,3750.0
219.088,2307.6923076923076
219.124,1666.6666666666667
219.146,2727.2727272727275
219.164,3333.3333333333335
219.182,3333.3333333333335
219.206,2500.0
219.226,3000.0
219.242,3750.0
219.266,2500.0
219.402,441.17647058823525
219.426,2500.0
219.444,3333.3333333333335
219.468,2500.0
219.51,1428.5714285714284
219.546,1666.6666666666667
219.606,1000.0
219.644,1578.9473684210527
219.666,2727.2727272727275
219.726,1000.0
219.744,3333.3333333333335
219.804,1000.0
219.85,1304.3478260869565
219.866,3750.0
219.884,3333.3333333333335
219.904,3000.0
219.926,2727.2727272727275
219.984,1034.4827586206895
220.002,3333.3333333333335
220.024,2727.2727272727275
220.086,967.741935483871
220.184,612.2448979591836
220.204,3000.0
220.228,2500.0
220.27,1428.5714285714284
220.344,810.8108108108108
220.362,3333.3333333333335
220.384,2727.2727272727275
220.424,1500.0
220.442,3333.3333333333335
220.482,1500.0
220.504,2727.2727272727275
220.52,3750.0
220.56,1500.0
220.582,2727.2727272727275
220.644,967.741935483871
220.684,1500.0
220.704,3000.0
220.722,3333.3333333333335
220.746,2500.0
220.764,3333.3333333333335
220.782,3333.3333333333335
220.804,2727.2727272727275
220.824,3000.0
220.964,428.57142857142856
220.984,3000.0
221.004,3000.0
221.044,1500.0
221.086,1428.5714285714284
221.122,1666.6666666666667
221.144,2727.2727272727275
221.162,3333.3333333333335
221.206,1363.6363636363637
221.244,1578.9473684210527
221.262,3333.3333333333335
221.324,967.741935483871
221.342,3333.3333333333335
221.384,1428.5714285714284
221.424,1500.0
221.462,1578.9473684210527
221.484,2727.2727272727275
221.524,1500.0
221.54,3750.0
221.564,2500.0
221.606,1428.5714285714284
221.622,3750.0
221.746,483.8709677419355
221.764,3333.3333333333335
221.826,967.741935483871
221.866,1500.0
221.904,1578.9473684210527
221.922,3333.3333333333335
221.962,1500.0
221.984,2727.2727272727275
222.024,1500.0
222.046,2727.2727272727275
222.104,1034.4827586206895
222.162,1034.4827586206895
222.188,2307.6923076923076
222.222,1764.705882352941
222.242,3000.0
222.264,2727.2727272727275
222.304,1500.0
222.324,3000.0
222.366,1428.5714285714284
222.382,3750.0
222.422,1500.0
222.442,3000.0
222.466,2500.0
222.544,769.2307692307693
222.582,1578.9473684210527
222.616,1764.705882352941
222.684,882.3529411764705
222.7,3750.0
222.742,1428.5714285714284
222.764,2727.2727272727275
222.782,3333.3333333333335
222.866,714.2857142857142
222.904,1578.9473684210527
222.982,769.2307692307693
223.006,2500.0
223.062,1071.4285714285713
223.084,2727.2727272727275
223.104,3000.0
223.124,3000.0
223.144,3000.0
223.184,1500.0
223.264,750.0
223.304,1500.0
223.334,2000.0
223.366,1875.0
223.378,5000.0
223.426,1250.0
223.442,3750.0
223.486,1363.6363636363637
223.504,3333.3333333333335
223.52,3750.0
223.544,2500.0
223.584,1500.0
223.606,2727.2727272727275
223.64,1764.705882352941
223.704,937.5
223.724,3000.0
223.784,1000.0
223.82,1666.6666666666667
223.844,2500.0
223.884,1500.0
223.944,1000.0
223.962,3333.3333333333335
223.984,2727.2727272727275
224.0,3750.0
224.032,1875.0
224.076,1363.6363636363637
224.124,1250.0
224.164,1500.0
224.182,3333.3333333333335
224.202,3000.0
224.244,1428.5714285714284
224.262,3333.3333333333335
224.326,937.5
224.424,612.2448979591836
224.444,3000.0
224.464,3000.0
224.482,3333.3333333333335
224.504,2727.2727272727275
224.524,3000.0
224.542,3333.3333333333335
224.584,1428.5714285714284
224.644,1000.0
224.662,3333.3333333333335
224.682,3000.0
224.734,1153.8461538461538
224.822,681.8181818181819
224.842,3000.0
224.862,3000.0
224.884,2727.2727272727275
224.9,3750.0
224.944,1363.6363636363637
225.004,1000.0
225.022,3333.3333333333335
225.102,750.0
225.122,3000.0
225.144,2727.2727272727275
225.164,3000.0
225.184,3000.0
225.224,1500.0
225.244,3000.0
225.264,3000.0
225.382,508.4745762711865
225.404,2727.2727272727275
225.468,937.5
225.544,789.4736842105264
225.562,3333.3333333333335
225.582,3000.0
225.602,3000.0
225.66,1034.4827586206895
225.68,3000.0
225.702,2727.2727272727275
225.742,1500.0
225.762,3000.0
225.824,967.741935483871
225.844,3000.0
225.904,1000.0
225.924,3000.0
225.96,1666.6666666666667
225.982,2727.2727272727275
226.004,2727.2727272727275
226.024,3000.0
226.044,3000.0
226.062,3333.3333333333335
226.162,600.0
226.186,2500.0
226.2,4285.714285714285
226.246,1304.3478260869565
226.286,1500.0
226.324,1578.9473684210527
226.382,1034.4827586206895
226.402,3000.0
226.42,3333.3333333333335
226.462,1428.5714285714284
226.52,1034.4827586206895
226.622,588.2352941176471
226.644,2727.2727272727275
226.662,3333.3333333333335
226.684,2727.2727272727275
226.702,3333.3333333333335
226.724,2727.2727272727275
226.742,3333.3333333333335
226.766,2500.0
226.78,4285.714285714285
226.82,1500.0
226.842,2727.2727272727275
226.942,600.0
226.96,3333.3333333333335
226.978,3333.3333333333335
227.024,1304.3478260869565
227.066,1428.5714285714284
227.102,1666.6666666666667
227.122,3000.0
227.142,3000.0
227.16,3333.3333333333335
227.182,2727.2727272727275
227.2,3333.3333333333335
227.224,2500.0
227.244,3000.0
227.262,3333.3333333333335
227.304,1428.5714285714284
227.382,769.2307692307693
227.402,3000.0
227.422,3000.0
227.442,3000.0
227.462,3000.0
227.482,3000.0
227.504,2727.2727272727275
227.562,1034.4827586206895
227.582,3000.0
227.602,3000.0
227.64,1578.9473684210527
227.682,1428.5714285714284
227.76,769.2307692307693
227.78,3000.0
227.838,1034.4827586206895
227.922,714.2857142857142
227.964,1428.5714285714284
227.982,3333.3333333333335
228.0,3333.3333333333335
228.122,491.8032786885246
228.182,1000.0
228.202,3000.0
228.224,2727.2727272727275
228.238,4285.714285714285
228.262,2500.0
228.282,3000.0
228.304,2727.2727272727275
228.32,3750.0
228.342,2727.2727272727275
228.36,3333.3333333333335
228.38,3000.0
228.402,2727.2727272727275
228.42,3333.3333333333335
228.44,3000.0
228.462,2727.2727272727275
228.484,2727.2727272727275
228.5,3750.0
228.536,1666.6666666666667
228.602,909.090909090909
228.62,3333.3333333333335
228.69,857.1428571428571
228.764,810.8108108108108
228.782,3333.3333333333335
228.802,3000.0
228.822,3000.0
228.84,3333.3333333333335
228.862,2727.2727272727275
228.884,2727.2727272727275
228.98,625.0
229.042,967.741935483871
229.06,3333.3333333333335
229.082,2727.2727272727275
229.102,3000.0
229.12,3333.3333333333335
229.142,2727.2727272727275
229.16,3333.3333333333335
229.184,2500.0
229.202,3333.3333333333335
229.22,3333.3333333333335
229.24,3000.0
229.26,3000.0
229.3,1500.0
229.32,3000.0
229.342,2727.2727272727275
229.442,600.0
229.462,3000.0
229.482,3000.0
229.518,1666.6666666666667
229.602,714.2857142857142
229.662,1000.0
229.678,3750.0
229.702,2500.0
229.744,1428.5714285714284
229.782,1578.9473684210527
229.8,3333.3333333333335
229.86,1000.0
229.882,2727.2727272727275
229.902,3000.0
229.922,3000.0
229.942,3000.0
229.962,3000.0
229.984,2727.2727272727275
230.0,3750.0
230.02,3000.0
230.042,2727.2727272727275
230.058,3750.0
230.082,2500.0
230.1,3333.3333333333335
230.12,3000.0
230.14,3000.0
230.16,3000.0
230.182,2727.2727272727275
230.26,769.2307692307693
230.282,2727.2727272727275
230.302,3000.0
230.338,1666.6666666666667
230.42,731.7073170731707
230.442,2727.2727272727275
230.462,3000.0
230.484,2727.2727272727275
230.502,3333.3333333333335
230.522,3000.0
230.562,1500.0
230.586,2500.0
230.622,1666.6666666666667
230.662,1500.0
230.702,1500.0
230.72,3333.3333333333335
230.742,2727.2727272727275
230.78,1578.9473684210527
230.8,3000.0
230.818,3333.3333333333335
230.842,2500.0
230.862,3000.0
230.878,3750.0
230.902,2500.0
230.922,3000.0
230.96,1578.9473684210527
230.984,2500.0
231.022,1578.9473684210527
231.06,1578.9473684210527
231.082,2727.2727272727275
231.11,2142.8571428571427
231.184,810.8108108108108
231.2,3750.0
231.22,3000.0
231.24,3000.0
231.28,1500.0
231.3,3000.0
231.32,3000.0
231.382,967.741935483871
231.402,3000.0
231.462,1000.0
231.48,3333.3333333333335
231.498,3333.3333333333335
231.52,2727.2727272727275
231.542,2727.2727272727275
231.56,3333.3333333333335
231.58,3000.0
231.6,3000.0
231.62,3000.0
231.64,3000.0
231.662,2727.2727272727275
231.68,3333.3333333333335
231.702,2727.2727272727275
231.72,3333.3333333333335
231.742,2727.2727272727275
231.76,3333.3333333333335
231.84,750.0
231.86,3000.0
231.884,2500.0
231.918,1764.705882352941
232.002,714.2857142857142
232.038,1666.6666666666667
232.062,2500.0
232.078,3750.0
232.122,1363.6363636363637
232.138,3750.0
232.202,937.5
232.26,1034.4827586206895
232.298,1578.9473684210527
232.324,2307.6923076923076
232.342,3333.3333333333335
232.36,3333.3333333333335
232.38,3000.0
232.4,3000.0
232.422,2727.2727272727275
232.44,3333.3333333333335
232.464,2500.0
232.478,4285.714285714285
232.5,2727.2727272727275
232.602,588.2352941176471
232.62,3333.3333333333335
232.64,3000.0
232.684,1363.6363636363637
232.762,769.2307692307693
232.78,3333.3333333333335
232.8,3000.0
232.838,1578.9473684210527
232.88,1428.5714285714284
232.9,3000.0
232.922,2727.2727272727275
232.94,3333.3333333333335
232.96,3000.0
232.98,3000.0
233.044,937.5
233.06,3750.0
233.102,1428.5714285714284
233.12,3333.3333333333335
233.142,2727.2727272727275
233.16,3333.3333333333335
233.18,3000.0
233.202,2727.2727272727275
233.222,3000.0
233.302,750.0
233.318,3750.0
233.342,2500.0
233.36,3333.3333333333335
233.404,1363.6363636363637
233.448,1363.6363636363637
233.478,2000.0
233.498,3000.0
233.538,1500.0
233.562,2500.0
233.66,612.2448979591836
233.678,3333.3333333333335
233.7,2727.2727272727275
233.72,3000.0
233.74,3000.0
233.762,2727.2727272727275
233.78,3333.3333333333335
233.8,3000.0
233.82,3000.0
233.842,2727.2727272727275
233.898,1071.4285714285713
233.92,2727.2727272727275
233.94,3000.0
233.962,2727.2727272727275
234.06,612.2448979591836
234.08,3000.0
234.102,2727.2727272727275
234.14,1578.9473684210527
234.18,1500.0
234.22,1500.0
234.24,3000.0
234.26,3000.0
234.28,3000.0
234.298,3333.3333333333335
234.36,967.741935483871
234.382,2727.2727272727275
234.42,1578.9473684210527
234.48,1000.0
234.5,3000.0
234.52,3000.0
234.54,3000.0
234.56,3000.0
234.58,3000.0
234.62,1500.0
234.64,3000.0
234.66,3000.0
234.7,1500.0
234.8,600.0
234.82,3000.0
234.838,3333.3333333333335
234.86,2727.2727272727275
234.886,2307.6923076923076
234.962,789.4736842105264
234.978,3750.0
235.002,2500.0
235.04,1578.9473684210527
235.056,3750.0
235.08,2500.0
235.096,3750.0
235.12,2500.0
235.18,1000.0
235.216,1666.6666666666667
235.258,1428.5714285714284
235.28,2727.2727272727275
235.3,3000.0
235.32,3000.0
235.342,2727.2727272727275
235.38,1578.9473684210527
235.4,3000.0
235.42,3000.0
235.44,3000.0
235.462,2727.2727272727275
235.5,1578.9473684210527
235.578,769.2307692307693
235.598,3000.0
235.658,1000.0
235.7,1428.5714285714284
235.742,1428.5714285714284
235.798,1071.4285714285713
235.822,2500.0
235.842,3000.0
235.92,769.2307692307693
235.94,3000.0
235.956,3750.0
235.978,2727.2727272727275
236.002,2500.0
236.02,3333.3333333333335
236.042,2727.2727272727275
236.06,3333.3333333333335
236.08,3000.0
236.1,3000.0
236.122,2727.2727272727275
236.14,3333.3333333333335
236.158,3333.3333333333335
236.178,3000.0
236.198,3000.0
236.218,3000.0
236.26,1428.5714285714284
236.338,769.2307692307693
236.36,2727.2727272727275
236.38,3000.0
236.418,1578.9473684210527
236.458,1500.0
236.502,1363.6363636363637
236.52,3333.3333333333335
236.562,1428.5714285714284
236.58,3333.3333333333335
236.6,3000.0
236.638,1578.9473684210527
236.678,1500.0
236.698,3000.0
236.72,2727.2727272727275
236.76,1500.0
236.778,3333.3333333333335
236.802,2500.0
236.818,3750.0
236.836,3333.3333333333335
236.86,2500.0
236.88,3000.0
236.9,3000.0
236.92,3000.0
236.942,2727.2727272727275
236.96,3333.3333333333335
236.98,3000.0
236.996,3750.0
237.018,2727.2727272727275
237.098,750.0
237.118,3000.0
237.138,3000.0
237.16,2727.2727272727275
237.202,1428.5714285714284
237.242,1500.0
237.28,1578.9473684210527
237.296,3750.0
237.318,2727.2727272727275
237.34,2727.2727272727275
237.356,3750.0
237.378,2727.2727272727275
237.418,1500.0
237.48,967.741935483871
237.498,3333.3333333333335
237.538,1500.0
237.558,3000.0
237.58,2727.2727272727275
237.6,3000.0
237.62,3000.0
237.636,3750.0
237.656,3000.0
237.68,2500.0
237.7,3000.0
237.718,3333.3333333333335
237.738,3000.0
237.76,2727.2727272727275
237.78,3000.0
237.798,3333.3333333333335
237.818,3000.0
237.84,2727.2727272727275
237.918,769.2307692307693
237.936,3333.3333333333335
237.96,2500.0
238.0,1500.0
238.04,1500.0
238.076,1666.6666666666667
238.098,2727.2727272727275
238.118,3000.0
238.158,1500.0
238.178,3000.0
238.198,3000.0
238.22,2727.2727272727275
238.28,1000.0
238.316,1666.6666666666667
238.34,2500.0
238.354,4285.714285714285
238.378,2500.0
238.418,1500.0
238.458,1500.0
238.476,3333.3333333333335
238.498,2727.2727272727275
238.518,3000.0
238.54,2727.2727272727275
238.56,3000.0
238.576,3750.0
238.678,588.2352941176471
238.7,2727.2727272727275
238.72,3000.0
238.764,1363.6363636363637
238.808,1363.6363636363637
238.84,1875.0
238.858,3333.3333333333335
238.88,2727.2727272727275
238.898,3333.3333333333335
238.958,1000.0
238.978,3000.0
238.998,3000.0
239.018,3000.0
239.056,1578.9473684210527
239.076,3000.0
239.12,1363.6363636363637
239.138,3333.3333333333335
239.156,3333.3333333333335
239.182,2307.6923076923076
239.198,3750.0
239.222,2500.0
239.24,3333.3333333333335
239.256,3750.0
239.282,2307.6923076923076
239.374,652.1739130434783
239.438,937.5
239.48,1428.5714285714284
239.498,3333.3333333333335
239.528,2000.0
239.598,857.1428571428571
239.616,3333.3333333333335
239.656,1500.0
239.676,3000.0
239.698,2727.2727272727275
239.714,3750.0
239.738,2500.0
239.796,1034.4827586206895
239.818,2727.2727272727275
239.84,2727.2727272727275
239.858,3333.3333333333335
239.896,1578.9473684210527
239.956,1000.0
239.98,2500.0
239.996,3750.0
240.016,3000.0
240.038,2727.2727272727275
240.06,2727.2727272727275
240.08,3000.0
240.112,1875.0
240.136,2500.0
240.158,2727.2727272727275
240.178,3000.0
240.196,3333.3333333333335
240.22,2500.0
240.264,1363.6363636363637
240.296,1875.0
240.31,4285.714285714285
240.358,1250.0
240.418,1000.0
240.436,3333.3333333333335
240.458,2727.2727272727275
240.478,3000.0
240.5,2727.2727272727275
240.542,1428.5714285714284
240.56,3333.3333333333335
240.576,3750.0
240.6,2500.0
240.636,1666.6666666666667
240.658,2727.2727272727275
240.678,3000.0
240.696,3333.3333333333335
240.716,3000.0
240.736,3000.0
240.76,2500.0
240.82,1000.0
240.834,4285.714285714285
240.856,2727.2727272727275
240.872,3750.0
240.914,1428.5714285714284
240.948,1764.705882352941
240.994,1304.3478260869565
241.098,576.9230769230769
241.118,3000.0
241.158,1500.0
241.182,2500.0
241.198,3750.0
241.218,3000.0
241.236,3333.3333333333335
241.254,3333.3333333333335
241.276,2727.2727272727275
241.3,2500.0
241.318,3333.3333333333335
241.38,967.741935483871
241.396,3750.0
