scr_count,scr_rate_per_min,scr_amp_mean,scr_amp_median,scr_amp_sum,scr_rise_time_mean
57142,1213.5048122255164,0.043726677400161014,0.03819999999999979,2498.6298000000006,0.02073056595848938
